duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate
0.0,0.0,0.0,0.0,0.0022,0.12687,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.009,0.009,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00203,0.02464,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.009,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.017,0.062,0.255,0.1,0.0,0.002,0.003,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00241,0.01484,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.046,0.255,0.1,0.0,0.002,0.004,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0031,0.22302,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.022,0.156,0.1,0.0,0.005,0.007,0.005,0.001,0.0,0.0
0.0,0.0,0.0,0.0,0.00205,0.00791,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.005,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.255,0.255,0.1,0.0,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003,0.02698,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.255,0.254,0.1,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00313,0.02431,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.039,0.039,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.064,0.255,0.1,0.0,0.002,0.003,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00185,0.00751,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.082,0.255,0.1,0.0,0.001,0.004,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00289,0.00806,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.255,0.1,0.0,0.01,0.002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00195,0.02091,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.014,0.014,0.007,0.007,0.0,0.0,0.1,0.0,0.0,0.111,0.255,0.1,0.0,0.001,0.002,0.001,0.001,0.0,0.001
0.0,0.0,0.0,0.0,0.00232,0.00182,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.014,0.019,0.0,0.0,0.0,0.0,0.1,0.0,0.021,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0028,0.01018,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.255,0.1,0.0,0.05,0.002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00209,0.00647,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00213,0.01532,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.003,0.021,0.0,0.0,0.0,0.0,0.1,0.0,0.014,0.003,0.255,0.1,0.0,0.033,0.005,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.003,0.0,0.0,0.1,0.033,0.1,0.0,0.067,0.017,0.255,0.1,0.0,0.006,0.015,0.0,0.0,0.1,0.079
0.0,0.0,0.0,0.0,0.00312,0.01384,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.011,0.014,0.009,0.007,0.0,0.0,0.1,0.0,0.021,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00253,0.00285,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.037,0.037,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.0,0.01147,0.00329,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.067,0.067,0.067,0.072,0.131,0.058,0.008,0.001,0.002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00213,0.16564,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.006,0.017,0.0,0.0,0.0,0.0,0.1,0.0,0.018,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00243,0.00442,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.024,0.0,0.0,0.0,0.0,0.1,0.0,0.012,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.0,0.01356,0.00403,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.035,0.014,0.006,0.0,0.0,0.063,0.0,0.001,0.0
