duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate
0.0,0.0,0.12,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.161,0.001,0.001,0.094,0.095,0.0,0.095,0.1,0.0,0.0
0.0,0.02,0.06,0.0,8e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.018,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.017,0.1,0.0,0.1,0.029,0.0,0.0,0.0,0.0
0.0,0.02,0.09,0.0,0.0052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.282,0.282,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.12,0.0,1e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.008,0.003,0.04,0.079,0.0,0.0,0.0,0.021,0.0
0.0,0.02,0.09,0.0,0.0052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.435,0.435,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.244,0.244,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0027,0.00889,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.003,0.255,0.1,0.0,0.033,0.002,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.102,0.004,0.1,0.1,0.0,0.0,0.004,0.006,0.0,0.255,0.001,0.0,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.141,0.009,0.1,0.1,0.0,0.0,0.006,0.006,0.0,0.255,0.018,0.007,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.165,0.001,0.1,0.1,0.0,0.0,0.001,0.006,0.0,0.255,0.001,0.0,0.005,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.05,0.08,0.00126,0.00179,0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.036,0.036,0.1,0.0,0.003,0.0,0.006,0.006,0.094,0.094
0.0,0.0,0.1,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.51,0.001,0.013,0.0,0.087,0.1,0.0,0.1,0.0,0.255,0.001,0.0,0.1,0.0,0.0,0.016,0.0,0.084,0.1
0.0,0.01,0.1,0.0,4e-05,4e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.35,0.001,0.009,0.0,0.091,0.1,0.0,0.1,0.0,0.255,0.001,0.0,0.1,0.0,0.0,0.009,0.0,0.09,0.1
0.0,0.02,0.09,0.0,0.01032,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.511,0.511,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.02,0.008,0.005,0.008,0.0,0.034,0.0,0.002,0.0
0.0,0.01,0.1,0.0,4e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.002,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5454,0.08314,0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.035,0.035,0.1,0.0,0.003,0.0,0.0,0.0,0.006,0.006
0.0,0.01,0.12,0.0,0.00207,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.062,0.054,0.087,0.003,0.087,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.1,0.0,0.00032,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.01492,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.1,0.0,0.075,0.142,0.255,0.1,0.0,0.001,0.001,0.0,0.0,0.0,0.0
0.0,0.02,0.09,0.0,0.0052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.477,0.477,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.092,0.092,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.02,0.06,0.0,8e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.034,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.001,0.061,0.1,0.0,0.1,0.026,0.0,0.0,0.0,0.0
0.006,0.0,0.05,0.0,0.02328,0.04551,0,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.13,0.018,0.1,0.1,0.0,0.0,0.014,0.006,0.0,0.255,0.032,0.013,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.02,0.09,0.0,0.0052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.446,0.446,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.151,0.151,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.238,0.012,0.1,0.1,0.0,0.0,0.005,0.006,0.0,0.255,0.007,0.003,0.006,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.0,0.0,0.5454,0.08314,0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.006,0.006,0.1,0.0,0.017,0.0,0.0,0.0,0.0,0.0
0.0179,0.0,0.05,0.0,0.01559,0.02855,0,0.0,0.0,0.3,0.0,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.002,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.1,0.0,4e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.002,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
0.0026,0.0,0.07,0.0,0.00116,0.00451,0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0,0.0,0.1,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.253,0.001,0.0,0.0,0.1,0.1,0.0,0.053,0.0,0.255,0.001,0.0,0.053,0.099,0.0,0.0,0.0,0.1,0.1
0.0,0.0,0.0,0.0,0.00314,0.04137,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.006,0.043,0.0,0.0,0.0,0.0,0.1,0.0,0.012,0.103,0.255,0.1,0.0,0.001,0.001,0.0,0.0,0.0,0.0
0.0,0.0,0.05,0.06,0.00126,0.00179,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.047,0.047,0.1,0.0,0.002,0.0,0.004,0.004,0.096,0.096
0.0,0.0,0.12,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.128,0.001,0.001,0.092,0.094,0.0,0.094,0.1,0.0,0.0
0.0,0.0,0.0,0.0,0.5454,0.08314,0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.003,0.003
0.0,0.0,0.12,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.03,0.001,0.0,0.0,0.1,0.1,0.003,0.053,0.0,0.2,0.001,0.0,0.009,0.015,0.0,0.001,0.0,0.04,0.1
0.0032,0.0,0.07,0.0,0.00104,0.00449,0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0,0.0,0.1,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.295,0.003,0.1,0.1,0.0,0.0,0.001,0.005,0.0,0.255,0.003,0.001,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.0,0.0,0.5454,0.08314,0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.202,0.202,0.1,0.0,0.0,0.0,0.0,0.0,0.001,0.001
0.0,0.0,0.14,0.0,0.0,5e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.002,0.005,0.1,0.0,0.1,0.04,0.0,0.0,0.0,0.0
0.006,0.0,0.05,0.03,0.00126,0.00179,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.05,0.05,0.05,0.05,0.1,0.0,0.0,0.023,0.023,0.1,0.0,0.004,0.0,0.009,0.009,0.091,0.091
0.0,0.02,0.06,0.0,8e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.003,0.039,0.1,0.0,0.1,0.026,0.0,0.0,0.0,0.0
0.0,0.0,0.05,0.08,0.00126,0.00179,0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.041,0.041,0.1,0.0,0.005,0.0,0.005,0.005,0.095,0.095
0.0,0.0,0.14,0.0,0.0,0.05636,0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.041,0.1,0.0,0.1,0.01,0.0,0.0,0.0,0.0
0.0,0.0,0.05,0.06,0.00126,0.00179,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.039,0.039,0.1,0.0,0.003,0.0,0.005,0.005,0.095,0.095
0.0,0.02,0.06,0.0,8e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.021,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.004,0.084,0.1,0.0,0.1,0.025,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.237,0.008,0.1,0.1,0.0,0.0,0.003,0.007,0.0,0.255,0.012,0.005,0.007,0.0,0.0,0.1,0.1,0.0,0.0
0.0,0.0,0.12,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.282,0.001,0.007,0.0,0.088,0.1,0.0,0.1,0.0,0.255,0.001,0.0,0.1,0.0,0.0,0.008,0.0,0.087,0.1
0.0,0.02,0.09,0.0,0.0052,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.008,0.008,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0032,0.0,0.07,0.0,0.00104,0.00449,0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0,0.0,0.1,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00238,0.00411,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.008,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.042,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.115,0.001,0.001,0.018,0.015,0.0,0.0,0.0,0.014,0.1
0.0,0.0,0.0,0.01,0.5454,0.08315,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.255,0.255,0.1,0.0,0.0,0.0,0.0,0.0,0.004,0.004
0.0127,0.0,0.05,0.0,0.01567,0.02736,0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.083,0.001,0.099,0.0,0.0,0.0,0.001,0.008,0.0,0.005,0.005,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0
0.0098,0.0,0.05,0.0,0.00621,0.08356,0,0.0,0.1,0.1,0.0,0.1,0.5,0.1,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.106,0.005,0.0,0.0,0.1,0.1,0.005,0.007,0.0,0.255,0.005,0.002,0.008,0.0,0.0,0.0,0.0,0.1,0.1
0.0,0.0,0.05,0.06,0.00126,0.00179,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.002,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.022,0.022,0.1,0.0,0.005,0.0,0.005,0.005,0.095,0.095
0.0,0.02,0.09,0.0,0.01032,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.216,0.216,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.216,0.085,0.001,0.085,0.0,0.0,0.0,0.0,0.0
0.0021,0.0,0.07,0.0,0.00089,0.00345,0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.255,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.12,0.0,1e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.021,0.001,0.0,0.0,0.0,0.0,0.005,0.024,0.0,0.255,0.001,0.0,0.049,0.058,0.0,0.003,0.0,0.04,0.0
0.0032,0.0,0.07,0.0,0.00104,0.00449,0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0,0.0,0.1,0.001,0.001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.001,0.001,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5454,0.08314,0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.003,0.0,0.0,0.0,0.033,0.1,0.0,0.067,0.255,0.255,0.1,0.0,0.0,0.0,0.001,0.001,0.004,0.004
